filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
door1open.wav,0.5109323263168335,0.0017061784164980054,2771.5110284080747,2820.5879580839273,6322.40442662806,0.12265078671328672,-535.4019775390625,79.11727142333984,4.035890102386475,11.41100788116455,-9.824705123901367,-0.6279814839363098,-10.915399551391602,-5.248889446258545,-14.87395191192627,-5.762091636657715,-13.055001258850098,-4.394804000854492,-12.974413871765137,-5.521377086639404,-11.18281078338623,-6.0884480476379395,-10.693644523620605,-5.985730171203613,-11.587723731994629,-6.184021949768066,dooropen
door2open.wav,0.6698518991470337,0.006105612497776747,2168.6392051750177,2495.0073900388866,4809.00567237367,0.05445547983156029,-467.38629150390625,75.1995620727539,-10.055549621582031,34.13032531738281,11.5849609375,22.80355453491211,8.651423454284668,8.99509334564209,-2.88091778755188,14.541396141052246,2.617384672164917,7.693626880645752,0.9979696273803711,6.765063285827637,1.3891018629074097,9.045534133911133,1.1260830163955688,5.175628185272217,-2.5376713275909424,3.0149455070495605,dooropen
door3open.wav,0.6046512126922607,0.010059226304292679,2874.272439239258,2908.43717142935,6586.517444957386,0.12776988636363637,-340.83978271484375,86.02582550048828,6.92500114440918,3.081312894821167,0.8258287310600281,7.1924052238464355,-2.469095230102539,1.0303007364273071,-5.671914577484131,0.882267951965332,-9.151564598083496,0.01521658431738615,-2.9326159954071045,-0.7804463505744934,-8.029425621032715,0.21477732062339783,-6.492062568664551,0.3077950179576874,-5.468047618865967,0.490445613861084,dooropen
door4open.wav,0.7515625953674316,0.038178347051143646,1148.8855099894874,1935.593373598805,2607.91015625,0.012369791666666666,-420.9413146972656,82.44271850585938,-5.859398365020752,22.937116622924805,29.41775131225586,22.5485782623291,5.862011432647705,8.804459571838379,12.782639503479004,13.423981666564941,6.912718772888184,8.680059432983398,8.485644340515137,6.641650199890137,5.417887210845947,5.732801914215088,4.0046000480651855,5.423532962799072,6.377951622009277,3.5429887771606445,dooropen
door5open.wav,0.5585022568702698,0.008506019599735737,1290.044487093085,2201.913185019089,2667.089080810547,0.022430419921875,-543.256591796875,93.2874526977539,15.52978229522705,32.337646484375,23.916500091552734,29.684167861938477,12.698944091796875,9.955375671386719,2.868461847305298,13.842362403869629,12.887493133544922,18.78000259399414,10.647327423095703,8.767380714416504,-1.4017632007598877,5.40181827545166,2.93495512008667,2.501838207244873,0.5649106502532959,0.89295494556427,dooropen
door6open.wav,0.6193572878837585,0.004964418243616819,3115.804417414127,2672.6263895225507,6279.467177972561,0.18821852769308944,-457.49481201171875,63.462928771972656,-15.97584056854248,12.155776023864746,-12.622058868408203,0.6850569248199463,-12.437366485595703,-6.505221843719482,-12.168596267700195,-4.444531440734863,-10.85692310333252,-6.867780685424805,-11.856966972351074,-5.384308338165283,-11.070430755615234,-6.132809162139893,-11.431562423706055,-7.813119888305664,-9.344328880310059,-3.0917840003967285,dooropen
door7open.wav,0.5490865707397461,0.0024609272368252277,2995.990612641875,2755.420069424922,6186.880770596591,0.16347804214015152,-516.8505859375,80.29190826416016,-2.1340489387512207,-6.0035834312438965,-10.684127807617188,5.682089805603027,3.7540414333343506,8.818037986755371,-1.777274489402771,2.2411255836486816,-5.197587966918945,2.7528398036956787,5.105188369750977,7.435492038726807,-1.965650200843811,1.70816969871521,-2.8719921112060547,3.0178680419921875,-2.9310338497161865,0.19985446333885193,dooropen
door8open.wav,0.6014466285705566,0.0761558786034584,2147.069324844137,2488.0094347945173,4602.448440810382,0.08431541313559322,-218.82485961914062,85.57231903076172,-2.1604979038238525,25.429555892944336,7.927590370178223,20.490915298461914,15.043486595153809,3.245190143585205,5.877234935760498,7.72228479385376,0.823599100112915,8.030054092407227,0.7887712717056274,9.373648643493652,2.5573630332946777,8.313779830932617,-0.4363589286804199,6.280298233032227,1.1366077661514282,10.43189811706543,dooropen
door9open.wav,0.5717882513999939,0.011247685179114342,1935.709508771331,2338.8834936669723,4223.0116733284885,0.06595771257267442,-441.9422302246094,91.89503479003906,11.757506370544434,22.557519912719727,4.708881855010986,11.162513732910156,6.005163192749023,15.818493843078613,2.3585236072540283,4.669962406158447,4.298261642456055,6.478414058685303,0.576090931892395,6.885161876678467,0.25689440965652466,7.500364303588867,4.260042190551758,4.993833065032959,1.4010719060897827,2.4327802658081055,dooropen
dooropen1.wav,0.6076396107673645,0.014442694373428822,2301.461549042965,2492.2537153417165,4789.733355978261,0.08377207880434782,-480.9275817871094,53.921382904052734,-2.2422428131103516,9.055272102355957,9.3820161819458,18.737672805786133,-2.9965338706970215,8.755331993103027,4.157503604888916,8.81000804901123,-1.786243200302124,7.726271629333496,0.46114176511764526,11.3402738571167,0.322927325963974,5.122706890106201,0.5591386556625366,8.590448379516602,4.426145076751709,1.810234785079956,dooropen
